pdb_id,split,component_id,n_chains,n_clusters,clusters
2voy,train,533,12,12,2voy__A;2voy__B;2voy__C;2voy__D;2voy__E;2voy__F;2voy__G;2voy__H;2voy__I;2voy__J;2voy__K;2voy__L
2vpw,train,231,6,3,2vpw__A;2vpw__B;2vpw__C
2vpx,train,231,6,3,2vpw__A;2vpw__B;2vpw__C
2vpy,train,231,6,3,2vpw__A;2vpw__B;2vpw__C
2vpz,train,231,6,3,2vpw__A;2vpw__B;2vpw__C
2vr0,train,385,4,2,2j7a__B;2vr0__C
2vv5,train,42,7,1,7dlu__A
2w0f,val,6,4,1,4msw__C
2w1b,train,0,3,1,7cz9__C
2w1p,train,0,4,1,5i32__A
2w2e,train,0,4,1,5i32__A
2w5j,val,1,14,1,2wie__A
2wcd,train,230,12,1,2wcd__M
2wdq,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wdr,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wdv,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wgm,val,1,11,1,2wie__A
2wie,val,1,15,1,2wie__A
2wit,train,104,3,1,8ybq__A
2wjk,test,3,3,1,8rss__A
2wjl,test,3,3,1,8rss__A
2wjm,test,2,4,3,1aig__L;7c9r__C;8zk2__H
2wjn,test,2,4,3,1aig__L;7c9r__C;8zk2__H
2wlh,train,0,4,1,2qks__A
2wli,train,0,4,1,2qks__A
2wlj,train,0,4,1,2qks__A
2wlk,train,0,4,1,2qks__A
2wll,train,0,4,1,2qks__A
2wlm,train,0,4,1,2qks__A
2wln,train,0,4,1,2qks__A
2wlo,train,0,2,1,2qks__A
2wp9,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wpd,val,1,18,6,2wpd__I;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
2wqy,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
2ws3,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wsc,train,0,17,14,2o01__N;4rku__3;5oy0__L;6tra__E;6zzx__I;6zzy__H;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c
2wse,train,0,17,14,2o01__N;4rku__3;5oy0__L;6tra__E;6zzx__I;6zzy__H;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c
2wsf,train,0,17,14,2o01__N;4rku__3;5oy0__L;6tra__E;6zzx__I;6zzy__H;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c
2wsw,train,229,3,1,2wsw__A
2wsx,train,229,3,1,2wsw__A
2wu2,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2wu5,val,11,12,4,1nek__C;1nek__D;4ysx__A;6lum__Q
2ww9,train,0,11,11,2ww9__H;2ww9__I;2ww9__J;2ww9__K;2ww9__L;2ww9__M;2ww9__N;2ww9__O;2wwa__C;7kak__C;8dnz__A
2wwa,train,0,11,11,2ww9__H;2ww9__I;2ww9__J;2ww9__K;2ww9__L;2ww9__M;2ww9__N;2ww9__O;2wwa__C;7kak__C;8dnz__A
2wwb,train,0,11,11,2ww9__H;2ww9__I;2ww9__J;2ww9__K;2ww9__L;2ww9__M;2ww9__N;2ww9__O;2wwb__C;7kak__C;8dnz__A
2wx5,test,2,3,2,1aig__L;8zk2__H
2x2v,train,202,13,1,2x2v__A
2x5u,test,2,4,3,1aig__L;7c9r__C;8zk2__H
2x5v,test,2,4,3,1aig__L;7c9r__C;8zk2__H
2x6a,train,0,4,1,2qks__A
2x6b,train,0,4,1,2qks__A
2x6c,train,0,4,1,2qks__A
2x72,train,0,2,1,8y01__R
2xnd,val,1,17,6,6j5i__I;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
2xok,val,1,18,6,2wpd__I;6rd4__S;6rd4__T;6rd4__X;8ap9__O;9b3j__H
2xq2,train,379,2,1,3dh4__B
2xq3,val,7,5,1,4ire__B
2xq4,val,7,5,1,4ire__B
2xq5,val,7,5,1,4ire__B
2xq6,val,7,5,1,4ire__B
2xq7,val,7,5,1,4ire__B
2xq8,val,7,5,1,4ire__B
2xq9,val,7,5,1,4ire__B
2xqa,val,7,5,1,4ire__B
2xqs,val,1,15,1,2wie__A
2xqt,val,1,15,1,2wie__A
2xqu,val,1,15,1,2wie__A
2xzb,train,0,2,2,2xzb__B;8iwp__A
2y69,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
2ybb,train,0,44,33,1be3__K;1fft__A;1l0l__H;1occ__B;1occ__G;1occ__I;1occ__L;2ybb__5;2ybb__7;3cwb__C;3cx5__D;4hea__2;5iy5__2;5okd__I;5z62__J;6i0d__6;6u8y__l;7jrg__A;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8asi__E;8ba0__G;8e9h__I;8p65__B;8p65__F;8p65__G;8p65__J;8q1b__f;8q1b__j;8qby__F
2yev,train,532,3,3,2yev__A;2yev__B;2yev__C
2yew,train,0,12,3,7ffo__K;8dan__A;8dan__B
2yiu,train,0,6,3,3cwb__C;3cx5__D;8asi__E
2yks,train,0,5,1,6x3s__E
2yn6,train,0,5,1,6x3s__E
2yn9,train,0,2,2,6jxk__B;8iwp__A
2yoe,train,0,5,1,6x3s__E
2yvx,train,272,2,1,2yvx__A
2yxq,train,0,3,3,1rh5__C;1rhz__B;8dnz__A
2yxr,train,0,3,3,1rh5__C;1rhz__B;8dnz__A
2zd9,train,378,4,1,2zd9__C
2zfe,test,3,3,1,8rss__A
2zjs,train,0,2,2,2zqp__E;3din__C
2zqp,train,0,2,2,2zqp__E;3din__C
2zt9,train,49,16,8,1vf5__S;2e74__B;2e74__H;2zt9__E;2zt9__G;6rqf__K;7r0w__D;7r0w__I
2zup,train,232,2,2,2hi7__A;2zuq__A
2zw3,val,10,6,1,8iyg__A
2zxe,train,0,3,3,6jxk__B;7wyu__G;8iwp__A
2zxw,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
2zy9,train,272,2,1,2yvx__A
2zz9,train,0,4,1,5i32__A
2zzl,test,3,3,1,8rss__A
3a0b,train,0,38,19,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8kde__D;8wb4__Z;8wb4__o;8xr6__J
3a0h,train,0,38,19,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8kde__D;8wb4__Z;8wb4__o;8xr6__J
3a3y,train,0,3,3,6jxk__B;7wyu__G;8iwp__A
3a7k,test,3,3,1,8rss__A
3abk,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3abl,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3abm,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3abv,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3abw,test,3,3,1,8rss__A
3ae1,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae2,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae3,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae4,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae5,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae6,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae7,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae8,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ae9,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aea,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aeb,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aec,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aed,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aee,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aef,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3aeg,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3ag1,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3ag2,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3ag3,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3ag4,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3am6,test,3,4,1,8rss__A
3aoa,train,0,3,1,7cz9__C
3aob,train,0,3,1,7cz9__C
3aoc,train,0,3,1,7cz9__C
3aod,train,0,3,1,7cz9__C
3aou,train,204,10,1,2bl2__A
3asn,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3aso,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
3b29,train,20,3,1,6ssw__B
3b5w,test,4,2,1,7zo8__A
3b5x,test,4,2,1,7zo8__A
3b5y,test,4,2,1,7zo8__A
3b5z,test,4,2,1,7zo8__A
3b60,test,4,2,1,7zo8__A
3b62,train,80,4,1,6wk5__B
3b8e,train,0,3,3,3ixz__B;8d3u__G;8iwp__A
3b9w,train,0,3,1,7uzq__Q
3b9y,train,0,3,1,7uzq__Q
3b9z,train,0,3,1,7uzq__Q
3bcc,train,0,18,9,1l0l__H;3cwb__C;3cx5__D;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3beh,train,378,4,1,2zd9__C
3bhs,train,0,3,1,7uzq__Q
3bo0,train,0,3,3,1rh5__C;1rhz__B;8dnz__A
3bo1,train,0,3,3,1rh5__C;1rhz__B;8dnz__A
3bvd,train,23,3,3,1ehk__C;1xme__A;7deg__E
3c02,train,43,4,1,3c02__A
3c1g,train,15,3,1,2b2f__A
3c1h,train,15,3,1,2b2f__A
3c1i,train,15,3,1,2b2f__A
3c1j,train,15,3,1,2b2f__A
3c9j,train,57,4,1,2ly0__A
3cap,train,0,2,1,8y01__R
3chx,train,39,9,3,1yew__A;3chx__C;4phz__B
3cir,val,11,8,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
3cll,train,0,4,1,5i32__A
3cn5,train,0,4,1,5i32__A
3cn6,train,0,4,1,5i32__A
3coc,test,3,3,1,8rss__A
3cwb,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3cx5,train,0,19,10,1ezv__B;3cwb__C;3cx5__D;3cx5__G;5iy5__2;7jrg__H;7rja__F;7rje__A;8ab6__I;8asi__E
3cxh,train,0,19,10,1ezv__B;3cwb__C;3cx5__D;3cx5__G;5iy5__2;7jrg__H;7rja__F;7rje__A;8ab6__I;8asi__E
3d31,train,29,4,2,3d31__B;3d31__D
3d38,test,2,4,3,1aig__L;7c9r__C;8zk2__H
3d9b,train,0,3,1,7cz9__C
3d9s,train,0,4,1,5i32__A
3det,val,13,2,1,6lsc__B
3dh4,train,379,2,1,3dh4__B
3dhw,test,8,4,2,3tui__A;3tuz__C
3din,train,0,4,4,3din__A;3din__C;3din__D;3din__E
3dkn,train,0,3,3,1rh5__C;1rhz__B;8dnz__A
3dl8,train,0,4,4,3din__A;3din__C;3dl8__C;3dl8__E
3dsy,test,2,3,2,1aig__L;8zk2__H
3dta,test,2,3,2,1aig__L;8zk2__H
3dtr,test,2,3,2,1aig__L;8zk2__H
3dts,test,2,3,2,1aig__L;8zk2__H
3dtu,train,0,2,2,1fft__A;1occ__B
3du2,test,2,3,2,1aig__L;8zk2__H
3du3,test,2,3,2,1aig__L;8zk2__H
3duq,test,2,3,2,1aig__L;8zk2__H
3dww,train,20,3,1,6ssw__B
3e83,train,14,4,1,2ahz__A
3e86,train,14,4,1,2ahz__A
3e89,train,14,4,1,2ahz__A
3e8b,train,14,4,1,2ahz__A
3e8f,train,14,4,1,2ahz__A
3e8g,train,14,4,1,2ahz__A
3e8h,train,14,4,1,2ahz__A
3e9j,train,232,2,2,2hi7__A;2zuq__A
3eam,val,7,5,1,4ire__B
3eff,train,278,4,1,1f6g__A
3egw,train,105,6,3,1q16__B;3egw__C;3ir6__D
3eh3,train,23,3,3,1ehk__C;1xme__A;7deg__E
3eh4,train,23,3,3,1ehk__C;1xme__A;7deg__E
3eh5,train,23,3,3,1ehk__C;1xme__A;7deg__E
3ehb,train,0,4,4,1fft__A;1occ__B;5eul__V;8dwy__L
3ehz,val,7,5,1,4ire__B
3ei0,val,7,5,1,4ire__B
3ejy,val,13,2,1,6lsc__B
3ejz,val,13,2,1,6lsc__B
3f3a,train,18,2,1,6yu7__A
3f3c,train,18,2,1,6yu7__A
3f3d,train,18,2,1,6yu7__A
3f3e,train,18,2,1,6yu7__A
3f48,train,18,2,1,6yu7__A
3f4i,train,18,2,1,6yu7__A
3f4j,train,18,2,1,6yu7__A
3f5w,val,6,4,1,4msw__C
3f7v,val,6,4,1,4msw__C
3f7y,val,6,4,1,4msw__C
3fb5,val,6,4,1,4msw__C
3fb6,val,6,4,1,4msw__C
3fb7,val,6,4,1,4msw__C
3fb8,val,6,4,1,4msw__C
3fh6,train,29,4,3,3d31__B;3fh6__F;7cad__B
3fi1,train,129,2,1,4atv__A
3fye,train,0,2,2,1fft__A;1occ__B
3fyi,train,0,2,2,1fft__A;1occ__B
3g7f,test,2,4,3,1aig__L;7c9r__C;8zk2__H
3gb7,val,6,4,1,4msw__C
3gd8,train,0,4,1,5i32__A
3gjc,train,18,2,1,6yu7__A
3gjd,train,18,2,1,6yu7__A
3gwu,train,18,2,1,6yu7__A
3gwv,train,18,2,1,6yu7__A
3gww,train,18,2,1,6yu7__A
3h1h,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3h1i,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3h1j,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3h1k,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3h1l,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3h9v,train,28,3,1,5u1w__A
3hao,test,3,3,1,8rss__A
3hb3,train,0,2,2,1fft__A;1occ__B
3hd6,train,0,3,1,7uzq__Q
3hd7,train,377,4,4,3ipd__A;3ipd__B;3ipd__C;3ipd__D
3hfx,train,229,3,1,2wsw__A
3hkk,train,20,3,1,6ssw__B
3hpl,val,6,4,1,4msw__C
3hzq,train,376,4,1,3hzq__A
3i4d,test,2,3,2,1aig__L;8zk2__H
3i5d,train,28,3,1,5u1w__A
3ifx,val,6,4,1,4msw__C
3iga,val,6,4,1,4msw__C
3ij4,train,38,3,1,6l6p__A
3ipd,train,377,4,4,3ipd__A;3ipd__B;3ipd__C;3ipd__D
3ir5,train,105,6,3,1q16__B;3egw__C;3ir6__D
3ir6,train,105,6,3,1q16__B;3egw__C;3ir6__D
3ir7,train,105,6,3,1q16__B;3egw__C;3ir6__D
3ixz,train,0,2,2,3ixz__B;8iwp__A
3iyz,train,0,4,1,5i32__A
3iz1,val,10,6,1,8iyg__A
3iz2,val,10,6,1,8iyg__A
3j08,train,375,2,1,7si3__A
3j09,train,375,2,1,7si3__A
3j0c,train,0,12,3,7ffo__K;8dan__A;8dan__B
3j1z,train,103,2,1,3h90__A
3j41,train,0,6,2,5i32__A;6e2f__E
3j45,train,0,6,6,1rhz__B;2akh__X;3din__C;3j45__T;3j45__U;3j45__Y
3j46,train,0,7,7,1rhz__B;2akh__X;3din__C;3j45__T;3j45__U;3j45__Y;3j46__n
3j5p,train,0,4,1,6u84__A
3j5q,train,0,8,2,3j5q__A;6u84__A
3j5r,train,0,4,1,6u84__A
3j9j,train,144,4,1,3j9j__A
3j9p,train,79,4,1,6v9x__A
3j9t,train,16,28,11,3j9t__b;5gar__K;5vox__P;6m0r__D;6qum__A;6vq6__L;6wm4__O;7fda__G;7fda__H;7tmr__F;8eau__d
3j9u,train,16,28,11,3j9t__b;5gar__K;5vox__P;6m0r__D;6qum__A;6vq6__L;6wm4__O;7fda__G;7fda__H;7tmr__F;8eau__d
3j9v,train,16,28,11,3j9t__b;5gar__K;5vox__P;6m0r__D;6qum__A;6vq6__L;6wm4__O;7fda__G;7fda__H;7tmr__F;8eau__d
3jac,train,531,3,1,3jac__A
3jad,train,0,5,1,6x3s__E
3jae,train,0,5,1,6x3s__E
3jaf,train,0,5,1,6x3s__E
3jav,train,143,4,1,8ear__A
3jbr,test,5,4,4,3jbr__B;3jbr__F;6jp5__E;8x90__A
3jc2,train,0,2,2,7kak__C;8dnz__A
3jcf,train,33,5,1,8tmj__D
3jcg,train,33,5,1,8tmj__D
3jch,train,33,5,1,8tmj__D
3jcu,train,0,50,21,1s5l__I;1s5l__K;1w5c__F;2axt__E;3jcu__Q;3jcu__U;3kzi__H;5v2c__b;5v2c__c;5xnl__P;6kac__A;6kac__X;7n8o__L;7pi0__M;8c29__w;8eqm__t;8j5k__5;8kde__D;8wb4__Z;8wb4__o;8xr6__J
3jyc,train,0,4,1,2qks__A
3k03,train,14,4,1,2ahz__A
3k04,train,14,4,1,2ahz__A
3k06,train,14,4,1,2ahz__A
3k07,train,62,3,1,4k0e__C
3k08,train,14,4,1,2ahz__A
3k0d,train,14,4,1,2ahz__A
3k0g,train,14,4,1,2ahz__A
3k0i,train,62,3,1,4k0e__C
3k3f,train,69,3,1,3m6e__A
3k3g,train,69,3,1,3m6e__A
3kbc,train,0,3,1,9bh0__A
3kcu,train,201,5,1,3kly__C
3kcv,train,201,5,1,3kly__C
3kdp,train,0,3,3,6jxk__B;8d3u__G;8iwp__A
3kg2,train,0,4,1,7rz4__A
3kly,train,201,5,1,3kly__C
3klz,train,201,5,1,3kly__C
3kso,train,62,3,1,4k0e__C
3kss,train,62,3,1,4k0e__C
3kzi,train,0,19,19,1s5l__I;1s5l__K;1w5c__F;2axt__E;3kzi__H;5v2c__b;5v2c__c;6kac__A;6kac__X;7n8o__L;7n8o__V;7pi0__M;8c29__V;8eqm__t;8eqm__u;8kde__D;8wb4__Z;8wb4__o;8xr6__J
3l70,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3l71,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3l72,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3l73,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3l74,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3l75,train,0,20,10,1l0l__H;3cwb__C;3cx5__D;3tgu__I;7jrg__A;8asi__E;8p65__B;8p65__F;8p65__G;8p65__J
3lbw,train,57,4,1,2ly0__A
3ldc,train,74,4,1,4qe9__A
3ldd,train,74,4,1,4qe9__A
3lde,train,74,4,1,4qe9__A
3leo,train,20,3,1,6ssw__B
3lnm,val,6,4,1,5wie__B
3lrb,train,142,2,1,3ncy__B
3lrc,train,142,2,1,3ncy__B
3lsv,val,7,5,1,4ire__B
3lut,val,6,8,2,5wie__B;7wf3__C
3lw5,train,0,17,14,2o01__N;3lw5__H;4rku__3;5oy0__L;6tra__E;6zzx__I;7bgi__G;7blz__D;7dz7__G;7lx0__G;7s3d__F;7s3d__J;8j5k__5;8jjr__c
3m6e,train,69,3,1,3m6e__A
3m71,train,56,3,1,3m73__A
3m72,train,56,3,1,3m73__A
3m73,train,56,3,1,3m73__A
3m74,train,56,3,1,3m73__A
3m75,train,56,3,1,3m73__A
3m76,train,56,3,1,3m73__A
3m77,train,56,3,1,3m73__A
3m78,train,56,3,1,3m73__A
3m7b,train,56,3,1,3m73__A
3m7c,train,56,3,1,3m73__A
3m7e,train,56,3,1,3m73__A
3m7l,train,56,3,1,3m73__A
3mbv,test,3,3,1,8rss__A
3me1,train,69,3,1,3m6e__A
3mk7,train,0,3,3,6xkw__p;8smr__E;8smr__F
3mp7,train,0,2,2,3mp7__B;8dnz__A
3mpn,train,18,2,1,6yu7__A
3mpq,train,18,2,1,6yu7__A
3n23,train,0,3,3,6jxk__B;8d3u__G;8iwp__A
3ncy,train,142,2,1,3ncy__B
3nd0,val,13,2,1,6lsc__B
3ne2,train,0,4,1,5i32__A
3ne5,train,62,6,2,3ne5__B;4k0e__C
3nka,train,0,4,1,5i32__A
3nkc,train,0,4,1,5i32__A
3noc,train,0,5,2,5jmn__D;7cz9__C
3nog,train,0,5,2,5jmn__D;7cz9__C
3ns0,test,3,3,1,8rss__A
3nsb,test,3,3,1,8rss__A
3o0r,train,128,2,2,3o0r__C;4xyd__A
3ob6,train,142,2,1,3ncy__B
3odu,train,0,2,1,6kpc__A
3oe0,train,0,4,2,3oe0__C;6kpc__A
3oe6,train,0,2,1,6kpc__A
3oe8,train,0,2,1,6kpc__A
3oe9,train,0,2,1,6kpc__A
3ogc,val,6,4,1,4msw__C
3om3,train,0,2,2,1fft__A;1occ__B
3oma,train,0,2,2,1fft__A;1occ__B
3omi,train,0,2,2,1fft__A;1occ__B
3omn,train,0,2,2,1fft__A;1occ__B
3or6,val,6,4,1,4msw__C
3or7,val,6,4,1,4msw__C
3org,train,61,2,1,8ta4__A
3ouf,train,14,4,1,2ahz__A
3ous,train,74,4,1,4qe9__A
3p03,train,104,3,1,8ybq__A
3p4p,val,11,8,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
3p4q,val,11,8,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
3p4r,val,11,8,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
3p4s,val,11,8,4,1kf6__C;1kf6__D;4ysx__A;5xmj__N
3p4w,val,7,5,1,4ire__B
3p50,val,7,5,1,4ire__B
3pcq,train,0,12,11,1jb0__M;5oy0__L;6k61__X;6tra__E;6zzx__I;7blz__D;7bw2__K;7lx0__G;7s3d__F;7s3d__J;8jjr__c
3pcv,train,20,3,1,6ssw__B
3pjs,train,278,4,1,1f6g__A
3pjz,train,271,2,1,6v4l__A
3prc,test,2,4,3,1aig__L;7c9r__C;8zk2__H
3puv,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3puw,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3pux,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3puy,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3puz,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3pv0,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3q17,val,13,2,1,6lsc__B
3q7k,train,201,5,1,3kly__C
3qbg,test,3,3,1,8rss__A
3qbi,test,3,3,1,8rss__A
3qbk,test,3,3,1,8rss__A
3qbl,test,3,3,1,8rss__A
3qe7,train,0,2,1,8omz__A
3qf4,test,4,2,1,3qf4__A
3qjq,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qjr,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qjs,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qjt,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qju,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qjv,train,23,3,3,1ehk__C;1xme__A;7deg__E
3qnq,train,530,4,1,3qnq__A
3qs4,train,18,2,1,6yu7__A
3qs5,train,18,2,1,6yu7__A
3qs6,train,18,2,1,6yu7__A
3r65,train,74,4,1,4qe9__A
3rbz,train,70,4,1,6u68__A
3rfr,train,39,11,5,1yew__A;3rfr__D;3rfr__H;4phz__B;7s4m__G
3rgb,train,39,9,3,1yew__A;4phz__B;7s4m__G
3rhw,train,0,5,1,6x3s__E
3ri5,train,0,5,1,6x3s__E
3ria,train,0,5,1,6x3s__E
3rif,train,0,5,1,6x3s__E
3rko,train,0,6,6,3rko__A;3rko__K;4he8__D;6l7o__B;7a23__a;7ar7__M
3rlf,train,29,5,4,2r6g__F;3d31__B;3puv__E;7cad__B
3rqu,train,0,5,1,6x3s__E
3rqw,train,0,5,1,6x3s__E
3rvy,val,9,4,1,8vgl__A
3rvz,val,9,4,1,8vgl__A
3rw0,val,9,4,1,8vgl__A
3s0x,train,529,2,1,3s0x__B
3s33,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s38,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s39,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s3a,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s3b,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s3c,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s3d,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s3w,train,38,3,1,6l6p__A
3s3x,train,38,6,2,4fz0__O;6l6p__A
3s8f,train,23,3,3,1ehk__C;1xme__A;7deg__E
3s8g,train,23,3,3,1ehk__C;1xme__A;7deg__E
3sfd,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3sfe,val,11,4,4,1yq3__C;1yq3__D;4ysx__A;6lum__Q
3sn6,train,0,4,4,7ad3__F;7joz__R;7ys6__B;8ddx__J
3spc,train,0,4,1,2qks__A
3spg,train,0,4,1,2qks__A
3sph,train,0,4,1,2qks__A
3spi,train,0,4,1,2qks__A
3spj,train,0,4,1,2qks__A
3stl,val,6,4,1,4msw__C
3stz,val,6,4,1,4msw__C
3sya,train,0,4,1,2qks__A
3syc,train,0,4,1,2qks__A
3syo,train,0,4,1,2qks__A
3syp,train,0,4,1,2qks__A
3syq,train,0,4,1,2qks__A
3t1c,train,14,4,1,2ahz__A
3t2m,train,14,4,1,2ahz__A
